Individual,Run,Variant,Input,Feasibility
70,41,1,1,Infeasible
71,41,1,1,Infeasible
72,41,1,1,Infeasible
73,41,1,1,Infeasible
74,41,1,1,Infeasible
75,41,1,1,Infeasible
76,41,1,1,Infeasible
77,41,1,1,Infeasible
78,41,1,1,Infeasible
79,41,1,1,Infeasible
80,41,1,1,Infeasible
81,41,1,1,Infeasible
82,41,1,1,Infeasible
83,41,1,1,Infeasible
84,41,1,1,Infeasible
85,41,1,1,Infeasible
86,41,1,1,Infeasible
87,41,1,1,Infeasible
88,41,1,1,Infeasible
89,41,1,1,Infeasible
90,41,1,1,Infeasible
91,41,1,1,Infeasible
0,41,1,2,Infeasible
1,41,1,2,Infeasible
2,41,1,2,Infeasible
3,41,1,2,Infeasible
4,41,1,2,Infeasible
5,41,1,2,Infeasible
6,41,1,2,Infeasible
7,41,1,2,Infeasible
8,41,1,2,Infeasible
9,41,1,2,Infeasible
10,41,1,2,Infeasible
11,41,1,2,Infeasible
12,41,1,2,Infeasible
13,41,1,2,Infeasible
14,41,1,2,Infeasible
15,41,1,2,Infeasible
16,41,1,2,Infeasible
17,41,1,2,Infeasible
18,41,1,2,Infeasible
19,41,1,2,Infeasible
20,41,1,2,Infeasible
21,41,1,2,Infeasible
22,41,1,2,Infeasible
23,41,1,2,Infeasible
24,41,1,2,Infeasible
25,41,1,2,Infeasible
26,41,1,2,Infeasible
27,41,1,2,Infeasible
28,41,1,2,Infeasible
29,41,1,2,Infeasible
30,41,1,2,Infeasible
31,41,1,2,Infeasible
32,41,1,2,Infeasible
33,41,1,2,Infeasible
34,41,1,2,Infeasible
35,41,1,2,Infeasible
36,41,1,2,Infeasible
37,41,1,2,Infeasible
38,41,1,2,Infeasible
39,41,1,2,Infeasible
40,41,1,2,Infeasible
41,41,1,2,Infeasible
42,41,1,2,Infeasible
43,41,1,2,Infeasible
44,41,1,2,Infeasible
45,41,1,2,Infeasible
46,41,1,2,Infeasible
47,41,1,2,Infeasible
48,41,1,2,Infeasible
49,41,1,2,Infeasible
50,41,1,2,Infeasible
51,41,1,2,Infeasible
52,41,1,2,Infeasible
53,41,1,2,Infeasible
54,41,1,2,Infeasible
55,41,1,2,Infeasible
56,41,1,2,Infeasible
57,41,1,2,Infeasible
58,41,1,2,Infeasible
59,41,1,2,Infeasible
60,41,1,2,Infeasible
61,41,1,2,Infeasible
62,41,1,2,Infeasible
63,41,1,2,Infeasible
64,41,1,2,Infeasible
65,41,1,2,Infeasible
66,41,1,2,Infeasible
67,41,1,2,Infeasible
68,41,1,2,Infeasible
69,41,1,2,Infeasible
70,41,1,2,Infeasible
71,41,1,2,Infeasible
72,41,1,2,Infeasible
73,41,1,2,Infeasible
74,41,1,2,Infeasible
75,41,1,2,Infeasible
76,41,1,2,Infeasible
77,41,1,2,Infeasible
78,41,1,2,Infeasible
79,41,1,2,Infeasible
80,41,1,2,Infeasible
81,41,1,2,Infeasible
82,41,1,2,Infeasible
83,41,1,2,Infeasible
84,41,1,2,Infeasible
85,41,1,2,Infeasible
86,41,1,2,Infeasible
87,41,1,2,Infeasible
88,41,1,2,Infeasible
89,41,1,2,Infeasible
90,41,1,2,Infeasible
91,41,1,2,Infeasible
0,41,1,3,Infeasible
1,41,1,3,Infeasible
2,41,1,3,Infeasible
3,41,1,3,Infeasible
4,41,1,3,Infeasible
5,41,1,3,Infeasible
6,41,1,3,Infeasible
7,41,1,3,Infeasible
8,41,1,3,Infeasible
9,41,1,3,Infeasible
10,41,1,3,Infeasible
11,41,1,3,Infeasible
12,41,1,3,Infeasible
13,41,1,3,Infeasible
14,41,1,3,Infeasible
15,41,1,3,Infeasible
16,41,1,3,Infeasible
17,41,1,3,Infeasible
18,41,1,3,Infeasible
19,41,1,3,Infeasible
20,41,1,3,Infeasible
21,41,1,3,Infeasible
22,41,1,3,Infeasible
23,41,1,3,Infeasible
24,41,1,3,Infeasible
25,41,1,3,Infeasible
26,41,1,3,Infeasible
27,41,1,3,Infeasible
28,41,1,3,Infeasible
29,41,1,3,Infeasible
30,41,1,3,Infeasible
31,41,1,3,Infeasible
32,41,1,3,Infeasible
33,41,1,3,Infeasible
34,41,1,3,Infeasible
35,41,1,3,Infeasible
36,41,1,3,Infeasible
37,41,1,3,Infeasible
38,41,1,3,Infeasible
39,41,1,3,Infeasible
40,41,1,3,Infeasible
41,41,1,3,Infeasible
42,41,1,3,Infeasible
43,41,1,3,Infeasible
44,41,1,3,Infeasible
45,41,1,3,Infeasible
46,41,1,3,Infeasible
47,41,1,3,Infeasible
48,41,1,3,Infeasible
49,41,1,3,Infeasible
50,41,1,3,Infeasible
51,41,1,3,Infeasible
52,41,1,3,Infeasible
53,41,1,3,Infeasible
54,41,1,3,Infeasible
55,41,1,3,Infeasible
56,41,1,3,Infeasible
57,41,1,3,Infeasible
58,41,1,3,Infeasible
59,41,1,3,Infeasible
60,41,1,3,Infeasible
61,41,1,3,Infeasible
62,41,1,3,Infeasible
63,41,1,3,Infeasible
64,41,1,3,Infeasible
65,41,1,3,Infeasible
66,41,1,3,Infeasible
67,41,1,3,Infeasible
68,41,1,3,Infeasible
69,41,1,3,Infeasible
70,41,1,3,Infeasible
71,41,1,3,Infeasible
72,41,1,3,Infeasible
73,41,1,3,Infeasible
74,41,1,3,Infeasible
75,41,1,3,Infeasible
76,41,1,3,Infeasible
77,41,1,3,Infeasible
78,41,1,3,Infeasible
79,41,1,3,Infeasible
80,41,1,3,Infeasible
81,41,1,3,Infeasible
82,41,1,3,Infeasible
83,41,1,3,Infeasible
84,41,1,3,Infeasible
85,41,1,3,Infeasible
86,41,1,3,Feasible
87,41,1,3,Infeasible
88,41,1,3,Infeasible
89,41,1,3,Infeasible
90,41,1,3,Feasible
91,41,1,3,Infeasible
0,42,1,1,Infeasible
1,42,1,1,Infeasible
2,42,1,1,Infeasible
3,42,1,1,Infeasible
4,42,1,1,Infeasible
5,42,1,1,Infeasible
6,42,1,1,Infeasible
7,42,1,1,Infeasible
8,42,1,1,Infeasible
9,42,1,1,Infeasible
10,42,1,1,Infeasible
11,42,1,1,Infeasible
12,42,1,1,Infeasible
13,42,1,1,Infeasible
14,42,1,1,Infeasible
15,42,1,1,Infeasible
16,42,1,1,Infeasible
17,42,1,1,Infeasible
18,42,1,1,Infeasible
19,42,1,1,Infeasible
20,42,1,1,Infeasible
21,42,1,1,Infeasible
22,42,1,1,Infeasible
23,42,1,1,Infeasible
24,42,1,1,Infeasible
25,42,1,1,Infeasible
26,42,1,1,Infeasible
27,42,1,1,Infeasible
28,42,1,1,Infeasible
29,42,1,1,Infeasible
30,42,1,1,Infeasible
31,42,1,1,Infeasible
32,42,1,1,Infeasible
33,42,1,1,Infeasible
34,42,1,1,Infeasible
35,42,1,1,Infeasible
36,42,1,1,Infeasible
37,42,1,1,Infeasible
38,42,1,1,Infeasible
39,42,1,1,Infeasible
40,42,1,1,Infeasible
41,42,1,1,Infeasible
42,42,1,1,Infeasible
43,42,1,1,Infeasible
44,42,1,1,Infeasible
45,42,1,1,Infeasible
46,42,1,1,Infeasible
47,42,1,1,Infeasible
48,42,1,1,Infeasible
49,42,1,1,Infeasible
50,42,1,1,Infeasible
51,42,1,1,Infeasible
52,42,1,1,Infeasible
53,42,1,1,Infeasible
54,42,1,1,Infeasible
55,42,1,1,Infeasible
56,42,1,1,Infeasible
57,42,1,1,Infeasible
58,42,1,1,Infeasible
59,42,1,1,Infeasible
60,42,1,1,Infeasible
61,42,1,1,Infeasible
62,42,1,1,Infeasible
63,42,1,1,Infeasible
64,42,1,1,Infeasible
65,42,1,1,Infeasible
66,42,1,1,Infeasible
67,42,1,1,Infeasible
68,42,1,1,Infeasible
69,42,1,1,Infeasible
70,42,1,1,Infeasible
71,42,1,1,Infeasible
72,42,1,1,Infeasible
73,42,1,1,Infeasible
74,42,1,1,Infeasible
75,42,1,1,Infeasible
76,42,1,1,Infeasible
77,42,1,1,Infeasible
78,42,1,1,Infeasible
79,42,1,1,Infeasible
80,42,1,1,Infeasible
81,42,1,1,Infeasible
82,42,1,1,Infeasible
83,42,1,1,Infeasible
84,42,1,1,Infeasible
85,42,1,1,Infeasible
86,42,1,1,Infeasible
87,42,1,1,Infeasible
88,42,1,1,Infeasible
89,42,1,1,Infeasible
90,42,1,1,Infeasible
91,42,1,1,Infeasible
0,42,1,2,Infeasible
1,42,1,2,Infeasible
2,42,1,2,Infeasible
3,42,1,2,Infeasible
4,42,1,2,Infeasible
5,42,1,2,Infeasible
6,42,1,2,Infeasible
7,42,1,2,Infeasible
8,42,1,2,Infeasible
9,42,1,2,Infeasible
10,42,1,2,Infeasible
11,42,1,2,Infeasible
12,42,1,2,Infeasible
13,42,1,2,Infeasible
14,42,1,2,Infeasible
15,42,1,2,Infeasible
16,42,1,2,Infeasible
17,42,1,2,Infeasible
18,42,1,2,Infeasible
19,42,1,2,Infeasible
20,42,1,2,Infeasible
21,42,1,2,Infeasible
22,42,1,2,Infeasible
23,42,1,2,Infeasible
24,42,1,2,Infeasible
25,42,1,2,Infeasible
26,42,1,2,Infeasible
27,42,1,2,Infeasible
28,42,1,2,Infeasible
29,42,1,2,Infeasible
30,42,1,2,Infeasible
31,42,1,2,Infeasible
32,42,1,2,Infeasible
33,42,1,2,Infeasible
34,42,1,2,Infeasible
35,42,1,2,Infeasible
36,42,1,2,Infeasible
37,42,1,2,Infeasible
38,42,1,2,Infeasible
39,42,1,2,Infeasible
40,42,1,2,Infeasible
41,42,1,2,Infeasible
42,42,1,2,Infeasible
43,42,1,2,Infeasible
44,42,1,2,Infeasible
45,42,1,2,Infeasible
46,42,1,2,Infeasible
47,42,1,2,Infeasible
48,42,1,2,Infeasible
49,42,1,2,Infeasible
50,42,1,2,Infeasible
51,42,1,2,Infeasible
52,42,1,2,Infeasible
53,42,1,2,Infeasible
54,42,1,2,Infeasible
55,42,1,2,Infeasible
56,42,1,2,Infeasible
57,42,1,2,Infeasible
58,42,1,2,Infeasible
59,42,1,2,Infeasible
60,42,1,2,Infeasible
61,42,1,2,Infeasible
62,42,1,2,Infeasible
63,42,1,2,Infeasible
64,42,1,2,Infeasible
65,42,1,2,Infeasible
66,42,1,2,Infeasible
67,42,1,2,Infeasible
68,42,1,2,Infeasible
69,42,1,2,Infeasible
70,42,1,2,Infeasible
71,42,1,2,Infeasible
72,42,1,2,Infeasible
73,42,1,2,Infeasible
74,42,1,2,Infeasible
75,42,1,2,Infeasible
76,42,1,2,Infeasible
77,42,1,2,Infeasible
78,42,1,2,Infeasible
79,42,1,2,Infeasible
80,42,1,2,Infeasible
81,42,1,2,Infeasible
82,42,1,2,Infeasible
83,42,1,2,Infeasible
84,42,1,2,Infeasible
85,42,1,2,Infeasible
86,42,1,2,Infeasible
87,42,1,2,Infeasible
88,42,1,2,Infeasible
89,42,1,2,Infeasible
90,42,1,2,Infeasible
91,42,1,2,Infeasible
0,42,1,3,Infeasible
1,42,1,3,Infeasible
2,42,1,3,Infeasible
3,42,1,3,Infeasible
4,42,1,3,Infeasible
5,42,1,3,Infeasible
6,42,1,3,Infeasible
7,42,1,3,Infeasible
8,42,1,3,Infeasible
9,42,1,3,Infeasible
10,42,1,3,Infeasible
11,42,1,3,Infeasible
12,42,1,3,Infeasible
13,42,1,3,Infeasible
14,42,1,3,Infeasible
15,42,1,3,Infeasible
16,42,1,3,Infeasible
17,42,1,3,Infeasible
18,42,1,3,Infeasible
19,42,1,3,Infeasible
20,42,1,3,Infeasible
21,42,1,3,Infeasible
22,42,1,3,Infeasible
23,42,1,3,Infeasible
24,42,1,3,Infeasible
25,42,1,3,Infeasible
26,42,1,3,Infeasible
27,42,1,3,Infeasible
28,42,1,3,Infeasible
29,42,1,3,Infeasible
30,42,1,3,Infeasible
31,42,1,3,Infeasible
32,42,1,3,Infeasible
33,42,1,3,Infeasible
34,42,1,3,Infeasible
35,42,1,3,Infeasible
36,42,1,3,Infeasible
37,42,1,3,Infeasible
38,42,1,3,Infeasible
39,42,1,3,Infeasible
40,42,1,3,Infeasible
41,42,1,3,Infeasible
42,42,1,3,Infeasible
43,42,1,3,Infeasible
44,42,1,3,Infeasible
45,42,1,3,Infeasible
46,42,1,3,Infeasible
47,42,1,3,Infeasible
48,42,1,3,Infeasible
49,42,1,3,Infeasible
50,42,1,3,Infeasible
51,42,1,3,Infeasible
52,42,1,3,Infeasible
53,42,1,3,Infeasible
54,42,1,3,Infeasible
55,42,1,3,Infeasible
56,42,1,3,Infeasible
57,42,1,3,Infeasible
58,42,1,3,Infeasible
59,42,1,3,Infeasible
60,42,1,3,Infeasible
61,42,1,3,Infeasible
62,42,1,3,Infeasible
63,42,1,3,Infeasible
64,42,1,3,Infeasible
65,42,1,3,Infeasible
66,42,1,3,Infeasible
67,42,1,3,Infeasible
68,42,1,3,Infeasible
69,42,1,3,Infeasible
70,42,1,3,Infeasible
71,42,1,3,Infeasible
72,42,1,3,Infeasible
73,42,1,3,Infeasible
74,42,1,3,Infeasible
75,42,1,3,Infeasible
76,42,1,3,Infeasible
77,42,1,3,Infeasible
78,42,1,3,Infeasible
79,42,1,3,Infeasible
80,42,1,3,Infeasible
81,42,1,3,Infeasible
82,42,1,3,Infeasible
83,42,1,3,Infeasible
84,42,1,3,Infeasible
85,42,1,3,Infeasible
86,42,1,3,Infeasible
87,42,1,3,Infeasible
88,42,1,3,Infeasible
89,42,1,3,Infeasible
90,42,1,3,Infeasible
91,42,1,3,Infeasible
0,43,1,1,Infeasible
1,43,1,1,Infeasible
2,43,1,1,Infeasible
3,43,1,1,Infeasible
4,43,1,1,Infeasible
5,43,1,1,Infeasible
6,43,1,1,Infeasible
7,43,1,1,Infeasible
8,43,1,1,Infeasible
9,43,1,1,Infeasible
10,43,1,1,Infeasible
11,43,1,1,Infeasible
12,43,1,1,Infeasible
13,43,1,1,Infeasible
14,43,1,1,Infeasible
15,43,1,1,Infeasible
16,43,1,1,Infeasible
17,43,1,1,Infeasible
18,43,1,1,Infeasible
19,43,1,1,Infeasible
20,43,1,1,Infeasible
21,43,1,1,Infeasible
22,43,1,1,Infeasible
23,43,1,1,Infeasible
24,43,1,1,Infeasible
25,43,1,1,Infeasible
26,43,1,1,Infeasible
27,43,1,1,Infeasible
28,43,1,1,Infeasible
29,43,1,1,Infeasible
30,43,1,1,Infeasible
31,43,1,1,Infeasible
32,43,1,1,Infeasible
33,43,1,1,Infeasible
34,43,1,1,Infeasible
35,43,1,1,Infeasible
36,43,1,1,Infeasible
37,43,1,1,Infeasible
38,43,1,1,Infeasible
39,43,1,1,Infeasible
40,43,1,1,Infeasible
41,43,1,1,Infeasible
42,43,1,1,Infeasible
43,43,1,1,Infeasible
44,43,1,1,Infeasible
45,43,1,1,Infeasible
46,43,1,1,Infeasible
47,43,1,1,Infeasible
48,43,1,1,Infeasible
49,43,1,1,Infeasible
50,43,1,1,Infeasible
51,43,1,1,Infeasible
52,43,1,1,Infeasible
53,43,1,1,Infeasible
54,43,1,1,Infeasible
55,43,1,1,Infeasible
56,43,1,1,Infeasible
57,43,1,1,Infeasible
58,43,1,1,Infeasible
59,43,1,1,Infeasible
60,43,1,1,Infeasible
61,43,1,1,Infeasible
62,43,1,1,Infeasible
63,43,1,1,Infeasible
64,43,1,1,Infeasible
65,43,1,1,Infeasible
66,43,1,1,Infeasible
67,43,1,1,Infeasible
68,43,1,1,Infeasible
69,43,1,1,Infeasible
70,43,1,1,Infeasible
71,43,1,1,Infeasible
72,43,1,1,Infeasible
73,43,1,1,Infeasible
74,43,1,1,Infeasible
75,43,1,1,Infeasible
76,43,1,1,Infeasible
77,43,1,1,Infeasible
78,43,1,1,Infeasible
79,43,1,1,Infeasible
80,43,1,1,Infeasible
81,43,1,1,Infeasible
82,43,1,1,Infeasible
83,43,1,1,Infeasible
84,43,1,1,Infeasible
85,43,1,1,Infeasible
86,43,1,1,Infeasible
87,43,1,1,Infeasible
88,43,1,1,Infeasible
89,43,1,1,Infeasible
90,43,1,1,Infeasible
91,43,1,1,Infeasible
0,43,1,2,Infeasible
1,43,1,2,Infeasible
2,43,1,2,Infeasible
3,43,1,2,Infeasible
4,43,1,2,Infeasible
5,43,1,2,Infeasible
6,43,1,2,Infeasible
7,43,1,2,Infeasible
8,43,1,2,Infeasible
9,43,1,2,Infeasible
10,43,1,2,Infeasible
11,43,1,2,Infeasible
12,43,1,2,Infeasible
13,43,1,2,Infeasible
14,43,1,2,Infeasible
15,43,1,2,Infeasible
16,43,1,2,Infeasible
17,43,1,2,Infeasible
18,43,1,2,Infeasible
19,43,1,2,Infeasible
20,43,1,2,Infeasible
21,43,1,2,Infeasible
22,43,1,2,Infeasible
23,43,1,2,Infeasible
24,43,1,2,Infeasible
25,43,1,2,Infeasible
26,43,1,2,Infeasible
27,43,1,2,Infeasible
28,43,1,2,Infeasible
29,43,1,2,Infeasible
30,43,1,2,Infeasible
31,43,1,2,Infeasible
32,43,1,2,Infeasible
33,43,1,2,Infeasible
34,43,1,2,Infeasible
35,43,1,2,Infeasible
36,43,1,2,Infeasible
37,43,1,2,Infeasible
38,43,1,2,Infeasible
39,43,1,2,Infeasible
40,43,1,2,Infeasible
41,43,1,2,Infeasible
42,43,1,2,Infeasible
43,43,1,2,Infeasible
44,43,1,2,Infeasible
45,43,1,2,Infeasible
46,43,1,2,Infeasible
47,43,1,2,Infeasible
48,43,1,2,Infeasible
49,43,1,2,Infeasible
50,43,1,2,Infeasible
51,43,1,2,Infeasible
52,43,1,2,Infeasible
53,43,1,2,Infeasible
54,43,1,2,Infeasible
55,43,1,2,Infeasible
56,43,1,2,Infeasible
57,43,1,2,Infeasible
58,43,1,2,Infeasible
59,43,1,2,Infeasible
60,43,1,2,Infeasible
61,43,1,2,Infeasible
62,43,1,2,Infeasible
63,43,1,2,Infeasible
64,43,1,2,Infeasible
65,43,1,2,Infeasible
66,43,1,2,Infeasible
67,43,1,2,Infeasible
68,43,1,2,Infeasible
69,43,1,2,Infeasible
70,43,1,2,Infeasible
71,43,1,2,Infeasible
72,43,1,2,Infeasible
73,43,1,2,Infeasible
74,43,1,2,Infeasible
75,43,1,2,Infeasible
76,43,1,2,Infeasible
77,43,1,2,Infeasible
78,43,1,2,Infeasible
79,43,1,2,Infeasible
80,43,1,2,Infeasible
81,43,1,2,Infeasible
82,43,1,2,Infeasible
83,43,1,2,Infeasible
84,43,1,2,Infeasible
85,43,1,2,Infeasible
86,43,1,2,Infeasible
87,43,1,2,Infeasible
88,43,1,2,Infeasible
89,43,1,2,Infeasible
90,43,1,2,Infeasible
91,43,1,2,Infeasible
0,43,1,3,Infeasible
1,43,1,3,Infeasible
2,43,1,3,Infeasible
3,43,1,3,Infeasible
4,43,1,3,Infeasible
5,43,1,3,Infeasible
6,43,1,3,Infeasible
7,43,1,3,Infeasible
8,43,1,3,Infeasible
9,43,1,3,Infeasible
10,43,1,3,Infeasible
11,43,1,3,Infeasible
12,43,1,3,Infeasible
13,43,1,3,Infeasible
14,43,1,3,Infeasible
15,43,1,3,Infeasible
16,43,1,3,Infeasible
17,43,1,3,Infeasible
18,43,1,3,Infeasible
19,43,1,3,Infeasible
20,43,1,3,Infeasible
21,43,1,3,Infeasible
22,43,1,3,Infeasible
23,43,1,3,Infeasible
24,43,1,3,Infeasible
25,43,1,3,Infeasible
26,43,1,3,Infeasible
27,43,1,3,Infeasible
28,43,1,3,Infeasible
29,43,1,3,Infeasible
30,43,1,3,Infeasible
31,43,1,3,Infeasible
32,43,1,3,Infeasible
33,43,1,3,Feasible
34,43,1,3,Infeasible
35,43,1,3,Infeasible
36,43,1,3,Infeasible
37,43,1,3,Infeasible
38,43,1,3,Infeasible
39,43,1,3,Infeasible
40,43,1,3,Infeasible
41,43,1,3,Infeasible
42,43,1,3,Infeasible
43,43,1,3,Infeasible
44,43,1,3,Infeasible
45,43,1,3,Infeasible
46,43,1,3,Infeasible
47,43,1,3,Infeasible
48,43,1,3,Infeasible
49,43,1,3,Infeasible
50,43,1,3,Infeasible
51,43,1,3,Infeasible
52,43,1,3,Infeasible
53,43,1,3,Infeasible
54,43,1,3,Infeasible
55,43,1,3,Infeasible
56,43,1,3,Infeasible
57,43,1,3,Infeasible
58,43,1,3,Infeasible
59,43,1,3,Infeasible
60,43,1,3,Infeasible
61,43,1,3,Infeasible
62,43,1,3,Infeasible
63,43,1,3,Infeasible
64,43,1,3,Infeasible
65,43,1,3,Infeasible
66,43,1,3,Infeasible
67,43,1,3,Infeasible
68,43,1,3,Infeasible
69,43,1,3,Infeasible
70,43,1,3,Infeasible
71,43,1,3,Infeasible
72,43,1,3,Infeasible
73,43,1,3,Infeasible
74,43,1,3,Infeasible
75,43,1,3,Infeasible
76,43,1,3,Infeasible
77,43,1,3,Infeasible
78,43,1,3,Infeasible
79,43,1,3,Infeasible
80,43,1,3,Infeasible
81,43,1,3,Infeasible
82,43,1,3,Infeasible
83,43,1,3,Infeasible
84,43,1,3,Infeasible
85,43,1,3,Infeasible
86,43,1,3,Infeasible
87,43,1,3,Infeasible
88,43,1,3,Infeasible
89,43,1,3,Infeasible
90,43,1,3,Infeasible
91,43,1,3,Infeasible
0,44,1,1,Infeasible
1,44,1,1,Infeasible
2,44,1,1,Infeasible
3,44,1,1,Infeasible
4,44,1,1,Infeasible
5,44,1,1,Infeasible
6,44,1,1,Infeasible
7,44,1,1,Infeasible
8,44,1,1,Infeasible
9,44,1,1,Infeasible
10,44,1,1,Infeasible
11,44,1,1,Infeasible
12,44,1,1,Infeasible
13,44,1,1,Infeasible
14,44,1,1,Infeasible
15,44,1,1,Infeasible
16,44,1,1,Infeasible
17,44,1,1,Infeasible
18,44,1,1,Infeasible
19,44,1,1,Infeasible
20,44,1,1,Infeasible
21,44,1,1,Infeasible
22,44,1,1,Infeasible
23,44,1,1,Infeasible
24,44,1,1,Infeasible
25,44,1,1,Infeasible
26,44,1,1,Infeasible
27,44,1,1,Infeasible
28,44,1,1,Infeasible
29,44,1,1,Infeasible
30,44,1,1,Infeasible
31,44,1,1,Infeasible
32,44,1,1,Infeasible
33,44,1,1,Infeasible
34,44,1,1,Infeasible
35,44,1,1,Infeasible
36,44,1,1,Infeasible
37,44,1,1,Infeasible
38,44,1,1,Infeasible
39,44,1,1,Infeasible
40,44,1,1,Infeasible
41,44,1,1,Infeasible
42,44,1,1,Infeasible
43,44,1,1,Infeasible
44,44,1,1,Infeasible
45,44,1,1,Infeasible
46,44,1,1,Infeasible
47,44,1,1,Infeasible
48,44,1,1,Infeasible
49,44,1,1,Infeasible
50,44,1,1,Infeasible
51,44,1,1,Infeasible
52,44,1,1,Infeasible
53,44,1,1,Infeasible
54,44,1,1,Infeasible
55,44,1,1,Infeasible
56,44,1,1,Infeasible
57,44,1,1,Infeasible
58,44,1,1,Infeasible
59,44,1,1,Infeasible
60,44,1,1,Infeasible
61,44,1,1,Infeasible
62,44,1,1,Infeasible
63,44,1,1,Infeasible
64,44,1,1,Infeasible
65,44,1,1,Infeasible
66,44,1,1,Infeasible
67,44,1,1,Infeasible
68,44,1,1,Infeasible
69,44,1,1,Infeasible
70,44,1,1,Infeasible
71,44,1,1,Infeasible
72,44,1,1,Infeasible
73,44,1,1,Infeasible
74,44,1,1,Infeasible
75,44,1,1,Infeasible
76,44,1,1,Infeasible
77,44,1,1,Infeasible
78,44,1,1,Infeasible
79,44,1,1,Infeasible
80,44,1,1,Infeasible
81,44,1,1,Infeasible
82,44,1,1,Infeasible
83,44,1,1,Infeasible
84,44,1,1,Infeasible
85,44,1,1,Infeasible
86,44,1,1,Infeasible
87,44,1,1,Infeasible
88,44,1,1,Infeasible
89,44,1,1,Infeasible
90,44,1,1,Infeasible
91,44,1,1,Infeasible
0,44,1,2,Infeasible
1,44,1,2,Infeasible
2,44,1,2,Infeasible
3,44,1,2,Infeasible
4,44,1,2,Infeasible
5,44,1,2,Infeasible
6,44,1,2,Infeasible
7,44,1,2,Infeasible
8,44,1,2,Feasible
9,44,1,2,Infeasible
10,44,1,2,Infeasible
11,44,1,2,Infeasible
12,44,1,2,Infeasible
13,44,1,2,Infeasible
14,44,1,2,Infeasible
15,44,1,2,Infeasible
16,44,1,2,Infeasible
17,44,1,2,Infeasible
18,44,1,2,Infeasible
19,44,1,2,Infeasible
20,44,1,2,Infeasible
21,44,1,2,Infeasible
22,44,1,2,Infeasible
23,44,1,2,Infeasible
24,44,1,2,Infeasible
25,44,1,2,Infeasible
26,44,1,2,Infeasible
27,44,1,2,Infeasible
28,44,1,2,Infeasible
29,44,1,2,Infeasible
30,44,1,2,Infeasible
31,44,1,2,Infeasible
32,44,1,2,Infeasible
33,44,1,2,Infeasible
34,44,1,2,Infeasible
35,44,1,2,Infeasible
36,44,1,2,Infeasible
37,44,1,2,Infeasible
38,44,1,2,Infeasible
39,44,1,2,Infeasible
40,44,1,2,Infeasible
41,44,1,2,Infeasible
42,44,1,2,Infeasible
43,44,1,2,Infeasible
44,44,1,2,Infeasible
45,44,1,2,Infeasible
46,44,1,2,Infeasible
47,44,1,2,Infeasible
48,44,1,2,Infeasible
49,44,1,2,Infeasible
50,44,1,2,Infeasible
51,44,1,2,Infeasible
52,44,1,2,Infeasible
53,44,1,2,Infeasible
54,44,1,2,Infeasible
55,44,1,2,Feasible
56,44,1,2,Infeasible
57,44,1,2,Infeasible
58,44,1,2,Infeasible
59,44,1,2,Infeasible
60,44,1,2,Infeasible
61,44,1,2,Infeasible
62,44,1,2,Infeasible
63,44,1,2,Infeasible
64,44,1,2,Infeasible
65,44,1,2,Infeasible
66,44,1,2,Infeasible
67,44,1,2,Infeasible
68,44,1,2,Infeasible
69,44,1,2,Infeasible
70,44,1,2,Infeasible
71,44,1,2,Infeasible
72,44,1,2,Infeasible
73,44,1,2,Infeasible
74,44,1,2,Infeasible
75,44,1,2,Infeasible
76,44,1,2,Infeasible
77,44,1,2,Infeasible
78,44,1,2,Infeasible
79,44,1,2,Infeasible
80,44,1,2,Infeasible
81,44,1,2,Infeasible
82,44,1,2,Infeasible
83,44,1,2,Infeasible
84,44,1,2,Infeasible
85,44,1,2,Infeasible
86,44,1,2,Infeasible
87,44,1,2,Infeasible
88,44,1,2,Infeasible
89,44,1,2,Infeasible
90,44,1,2,Infeasible
91,44,1,2,Infeasible
0,44,1,3,Infeasible
1,44,1,3,Infeasible
2,44,1,3,Infeasible
3,44,1,3,Infeasible
4,44,1,3,Infeasible
5,44,1,3,Infeasible
6,44,1,3,Infeasible
7,44,1,3,Infeasible
8,44,1,3,Infeasible
9,44,1,3,Infeasible
10,44,1,3,Infeasible
11,44,1,3,Infeasible
12,44,1,3,Infeasible
13,44,1,3,Infeasible
14,44,1,3,Infeasible
15,44,1,3,Infeasible
16,44,1,3,Infeasible
17,44,1,3,Infeasible
18,44,1,3,Infeasible
19,44,1,3,Infeasible
20,44,1,3,Infeasible
21,44,1,3,Infeasible
22,44,1,3,Infeasible
23,44,1,3,Infeasible
24,44,1,3,Infeasible
25,44,1,3,Infeasible
26,44,1,3,Infeasible
27,44,1,3,Infeasible
28,44,1,3,Infeasible
29,44,1,3,Infeasible
30,44,1,3,Infeasible
31,44,1,3,Infeasible
32,44,1,3,Infeasible
33,44,1,3,Infeasible
34,44,1,3,Infeasible
35,44,1,3,Infeasible
36,44,1,3,Infeasible
37,44,1,3,Infeasible
38,44,1,3,Infeasible
39,44,1,3,Infeasible
40,44,1,3,Infeasible
41,44,1,3,Infeasible
42,44,1,3,Infeasible
43,44,1,3,Infeasible
44,44,1,3,Infeasible
45,44,1,3,Infeasible
46,44,1,3,Infeasible
47,44,1,3,Infeasible
48,44,1,3,Infeasible
49,44,1,3,Infeasible
50,44,1,3,Infeasible
51,44,1,3,Infeasible
52,44,1,3,Infeasible
53,44,1,3,Infeasible
54,44,1,3,Infeasible
55,44,1,3,Infeasible
